X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
81.0,81.0,train,0.0034100397515891756,72.4981510166215,0.7318479882345291
82.0,82.0,train,0.003408287041323879,70.79382957724825,0.731666519856482
83.0,83.0,train,0.0034294856240417405,74.89195186671634,0.7338531182160745
84.0,84.0,train,0.0025703289686651912,35.10835158731595,0.6291995138161615
85.0,85.0,train,0.0027324182147507453,40.68776540743768,0.6516870986035775
86.0,86.0,train,0.003445888954558829,76.26866849418407,0.7355328586263751
87.0,87.0,train,0.003385639654071902,68.75997333911216,0.7293106278392472
88.0,88.0,train,0.0035277938240976243,85.00367875541639,0.7437628163065806
89.0,89.0,train,0.0035606640676276386,88.54564372527156,0.7469932129771768
90.0,90.0,train,0.0035606640676276386,88.54564372527156,0.7469932129771768
91.0,91.0,train,0.003363069182150159,66.73731512690873,0.7269421583217639
92.0,92.0,train,0.001993929940747141,14.361789213587443,0.5368080042782322
93.0,93.0,train,0.0035791297404754417,89.97079793395386,0.74879006950312
94.0,94.0,train,0.003408287041323879,70.79382957724825,0.731666519856482
95.0,95.0,train,0.0034169944510173632,73.5235752909296,0.7325668402764849
96.0,96.0,train,0.0035145279042042466,83.2411395334865,0.7424474257301038
97.0,97.0,train,0.002663327231466012,38.515428923430825,0.6422734613187847
98.0,98.0,train,0.0032907912745668475,59.75197437465597,0.7192172190400348
99.0,99.0,train,0.0034721593762808397,78.00098846492271,0.7382009558536207
100.0,100.0,train,0.0032321032688882286,58.441876136133814,0.7127842590683398
101.0,101.0,train,0.003385639654071902,68.75997333911216,0.7293106278392472
102.0,102.0,train,0.002663327231466012,38.515428923430825,0.6422734613187847
103.0,103.0,train,0.0033221928519085358,63.39545533481315,0.722599857289111
104.0,104.0,train,0.0014407945134964281,6.590691293004967,0.42656768872922957
105.0,105.0,train,0.0033221928519085358,63.39545533481315,0.722599857289111
106.0,106.0,train,0.002536918962090668,32.306330196528165,0.624386878507289
107.0,107.0,train,0.003385639654071902,68.75997333911216,0.7293106278392472
108.0,108.0,train,0.0033221928519085358,63.39545533481315,0.722599857289111
109.0,109.0,train,0.003317576859998345,62.06636548614135,0.7221051805155363
110.0,110.0,train,0.003276643616292184,59.422908371210504,0.7176797577037752
111.0,111.0,train,0.0034721593762808397,78.00098846492271,0.7382009558536207
112.0,112.0,train,0.0032228154200780548,56.50469840071794,0.711752769315033
113.0,113.0,train,0.002536918962090668,32.306330196528165,0.624386878507289
114.0,114.0,train,0.003385639654071902,68.75997333911216,0.7293106278392472
115.0,115.0,train,0.003385639654071902,68.75997333911216,0.7293106278392472
116.0,116.0,train,0.0024625680258048717,27.802498456023947,0.6134514296032668
117.0,117.0,train,0.0027364301303804584,41.23553508461211,0.6522260480100565
118.0,118.0,train,0.003368047677836413,67.41035322497439,0.727466360045253
119.0,119.0,train,0.003368047677836413,67.41035322497439,0.727466360045253
120.0,120.0,train,0.0024303064602704053,24.630470336543723,0.6086079313459274
121.0,121.0,train,0.0024303064602704053,24.630470336543723,0.6086079313459274
122.0,122.0,train,0.002461427470630094,27.31087320765782,0.6132812220509111
123.0,123.0,train,0.0024303064602704053,24.630470336543723,0.6086079313459274
124.0,124.0,train,0.003207256209102226,55.8605072936138,0.7100164871469272
125.0,125.0,train,0.0020550687346284438,15.576567789333815,0.5476105609502282
126.0,126.0,train,0.002291909319599579,20.360048918349108,0.5871319377994746
127.0,127.0,train,0.0027481572357921226,41.51028299289266,0.65379665747699
128.0,128.0,train,0.0029929491022478985,48.14126445538181,0.6850096649603421
129.0,129.0,train,0.002592120681885847,36.673072631582954,0.6323052842730505
130.0,130.0,train,0.002351913254009631,21.762433469746174,0.5965841704776995
131.0,131.0,train,0.0027657829112129025,42.06177731204963,0.6561439295923878
132.0,132.0,train,0.002461427470630094,27.31087320765782,0.6132812220509111
133.0,133.0,train,0.0025688079976024184,34.3493672449052,0.6289817671125639
134.0,134.0,train,9.574383785839888E-4,4.472841509622339,0.3089550530075683
135.0,135.0,train,0.0024303064602704053,24.630470336543723,0.6086079313459274
136.0,136.0,train,0.0029173159091128195,45.184306480253575,0.67567868895355
137.0,137.0,train,0.0031954004758973477,54.900268756286664,0.7086864657170755
138.0,138.0,train,0.003484903997203107,80.4382339742543,0.739485621454204
139.0,139.0,train,0.0035119473361723687,82.53830974188317,0.742190764440779
140.0,140.0,train,0.003479223038117551,79.04426463649307,0.7389137578607381
141.0,141.0,train,0.003518193504452805,83.94521280371029,0.7428115642823159
142.0,142.0,train,0.0034397362747906933,75.5796917163555,0.7349040555268684
143.0,143.0,train,0.003484903997203107,80.4382339742543,0.739485621454204
144.0,144.0,train,0.0034211133043805186,73.86572205457259,0.7329916644993254
145.0,145.0,train,0.0016088855003696574,8.140978870378122,0.46259046787832103
146.0,146.0,train,7.362986863281228E-5,0.3657326845445769,0.028019493215852842
147.0,147.0,train,0.0024303064602704053,24.630470336543723,0.6086079313459274
148.0,148.0,train,0.003325626703931615,63.727423647946935,0.7229672777522157
149.0,149.0,train,0.003613948015142969,93.57084729310223,0.7521435201039836
150.0,150.0,train,0.003325626703931615,63.727423647946935,0.7229672777522157
151.0,151.0,train,0.0036828577245469137,95.39883149400077,0.7586490211123076
152.0,152.0,train,0.003325626703931615,63.727423647946935,0.7229672777522157
153.0,153.0,train,0.003354124951199211,65.74053969021806,0.7259978574645474
154.0,154.0,train,0.0017705721445920725,9.826827774401384,0.4951037806383868
155.0,155.0,train,0.0017971012880480283,10.363630808693056,0.5002473735025676
156.0,156.0,train,0.00247237773683415,28.2968065027498,0.6149122647544838
157.0,157.0,train,0.0025862620220288963,36.15480169855984,0.6314728697255299
158.0,158.0,train,0.002576540820814968,35.37930100651901,0.6300874949239368
159.0,159.0,train,0.0025862620220288963,36.15480169855984,0.6314728697255299
160.0,160.0,train,0.0024303064602704053,24.630470336543723,0.6086079313459274
161.0,161.0,train,6.220084154397627E-4,3.0183372962499857,0.2134364301056203
162.0,162.0,train,0.0031550628416908183,53.95084300462419,0.7041153818145622
163.0,163.0,train,0.0026479903360041804,37.72039198103977,0.6401495442366849
164.0,164.0,train,0.001897301412613939,12.038758903490374,0.5192063586236277
165.0,165.0,train,0.003012729208795546,50.24395616353534,0.6874053621049544
166.0,166.0,train,0.003931586103633308,99.15999486118938,0.7807421426534475
167.0,167.0,train,0.0028494078692326732,43.746660352452345,0.6670655069574993
168.0,168.0,train,0.0016357626400073755,8.627244181430514,0.4681367318314429
169.0,169.0,train,0.0024891389053262633,29.784632197206744,0.6173955280603984
170.0,170.0,train,0.002790925850303087,42.61919479752018,0.659464785008621
171.0,171.0,train,0.004112737333906753,99.57128069903769,0.7955490631405049
172.0,172.0,train,0.0029918929902370563,47.84306733246567,0.6848812372949495
173.0,173.0,train,0.0027886180722881612,42.34058003987003,0.6591613173895308
174.0,174.0,train,0.0033026286671938637,60.41117117013383,0.7204971826380999
175.0,175.0,train,0.002335715610991445,20.825141104544272,0.5940541390573058
176.0,176.0,train,0.0031104957210460653,52.6985827845,0.6989815630726433
177.0,177.0,train,0.0036086009649783464,92.84893211148487,0.7516314544714159
178.0,178.0,train,0.0016357626400073755,8.627244181430514,0.4681367318314429
179.0,179.0,train,0.001970604540915213,14.162435535544788,0.5326190129147719
180.0,180.0,train,0.0025064205928785866,30.285539974310165,0.619939143217082
181.0,181.0,train,0.0022816688304763432,19.902016931177442,0.5854968035045529
182.0,182.0,train,0.001853323664879049,11.285015976180185,0.5109754889205911
183.0,183.0,train,0.003636741977919356,93.93563958165204,0.7543145905456541
184.0,184.0,train,0.0033026286671938637,60.41117117013383,0.7204971826380999
185.0,185.0,train,0.004287132484888556,100.0,0.8088582517759177
186.0,186.0,train,0.0034993589212480507,81.836266246269,0.7409350586645405
187.0,187.0,train,0.0036129099798746884,93.21014053197126,0.752044194263348
188.0,188.0,train,0.0032262475222410523,56.82735414275044,0.7121343624748762
189.0,189.0,train,0.0030039217903450374,49.64226976317737,0.6863408970529663
190.0,190.0,train,0.003217233022314828,56.18285515220449,0.711131017950614
191.0,191.0,train,0.003228984625664936,57.79669307814578,0.7124383211228973
192.0,192.0,train,0.0036030581383083016,91.76723666675761,0.7510995233506433
193.0,193.0,train,0.0035302865517968904,85.3556804781976,0.7440092334623853
194.0,194.0,train,0.003366171421299536,67.07421910390451,0.7272689212651997
195.0,195.0,train,0.0028522895376185617,44.03186189474514,0.6674356112731272
196.0,196.0,train,0.0035307309158547923,87.1214238622817,0.7440531359206827
197.0,197.0,train,0.0024007319179776784,23.905173983279205,0.6041145421946427
198.0,198.0,train,0.002453485401771753,27.064734699180345,0.6120939299076321
199.0,199.0,train,0.003120096321492648,53.632726410820304,0.7000949597792567
200.0,200.0,train,0.002430844985899039,26.089778327718573,0.6086892773303818
201.0,201.0,train,0.002430844985899039,26.089778327718573,0.6086892773303818
202.0,202.0,train,0.0035302865517968904,85.3556804781976,0.7440092334623853
203.0,203.0,train,0.0025683582241513465,34.093504203376256,0.6289173517249089
204.0,204.0,train,0.0028163786468054343,43.46169578872268,0.662793900295833
205.0,205.0,train,0.00376913630124928,98.0028201157508,0.7665540525147023
206.0,206.0,train,0.0035913854796036015,90.68796197177095,0.7499755990165289
207.0,207.0,train,0.0036854738143161795,96.50417050576358,0.758892603182854
208.0,208.0,train,0.0031104957210460653,52.6985827845,0.6989815630726433
209.0,209.0,train,0.0038472167657157613,98.76683331460694,0.7734845398641061
210.0,210.0,train,0.0029238695871007586,45.7688842730586,0.6764980480288061
211.0,211.0,train,0.002021035609771801,15.165859993380012,0.5416287494785684
212.0,212.0,train,0.0028692678214922453,44.604308840666214,0.6696078629855255
213.0,213.0,train,0.003484903997203107,80.4382339742543,0.739485621454204
214.0,214.0,train,0.003518193504452805,83.94521280371029,0.7428115642823159
215.0,215.0,train,0.003479223038117551,79.04426463649307,0.7389137578607381
216.0,216.0,train,0.0035119473361723687,82.53830974188317,0.742190764440779
217.0,217.0,train,0.0031954004758973477,54.900268756286664,0.7086864657170755
218.0,218.0,train,0.0034397362747906933,75.5796917163555,0.7349040555268684
219.0,219.0,train,0.0034211133043805186,73.86572205457259,0.7329916644993254
220.0,220.0,train,0.003484903997203107,80.4382339742543,0.739485621454204
221.0,221.0,train,0.002538401439689771,32.81474750588291,0.6246017444118156
222.0,222.0,train,0.002702003864650253,39.323059508595016,0.6475740617113057
223.0,223.0,train,0.002807338666592742,43.180064901366926,0.66161525356024
224.0,224.0,train,0.0033545256179941464,66.39516059563877,0.7260402282570643
225.0,225.0,train,0.0033542798117105793,66.06519311937396,0.7260142348483187
226.0,226.0,train,0.002507838591943151,30.535970452400203,0.6201471000056566
227.0,227.0,train,0.003509953601301986,82.18821514914475,0.7419922939940067
228.0,228.0,train,0.0034970109887299903,81.13724478158522,0.7407001744029054
229.0,229.0,train,0.003766290465757123,97.62645724356418,0.7662974874434537
230.0,230.0,train,0.0034970109887299903,81.13724478158522,0.7407001744029054
231.0,231.0,train,0.003168016101477884,54.580597438517216,0.7055910173604822
232.0,232.0,train,0.0019516216598270597,13.768626690741947,0.5291819456527111
233.0,233.0,train,0.0032262475222410523,56.82735414275044,0.7121343624748762
234.0,234.0,train,0.001840905001329554,10.803133186505955,0.5086258040449383
235.0,235.0,train,0.0023783810658974626,23.185905036466497,0.6006844866360226
236.0,236.0,train,0.0035611094576485846,88.89810652805534,0.7470367038558439
237.0,237.0,train,0.002377051548716341,22.710516891076544,0.6004795194062207
238.0,238.0,train,0.00331121755116971,61.403175644924865,0.7214222345662427
239.0,239.0,train,0.0034647526307376242,77.6539250244493,0.737451442669232
240.0,240.0,train,0.002536147959940724,31.79963967188913,0.6242750831355299
241.0,241.0,train,0.003318918884055394,62.39824537226707,0.7222490905687218
242.0,242.0,train,0.003155415987331921,54.260376727605916,0.7041557100758313
243.0,243.0,train,0.0034211133043805186,73.86572205457259,0.7329916644993254
244.0,244.0,train,0.0029701839705494545,47.24534302045892,0.6822296976464347
245.0,245.0,train,0.0037274609751925384,96.87714624657607,0.7627685297167202
246.0,246.0,train,0.0031018825095309585,52.38777817251398,0.6979791581863982
247.0,247.0,train,0.003728838566695097,97.24937931385469,0.7628946369962325
248.0,248.0,train,0.002434435613566288,26.57503974803217,0.6092312209013303
249.0,249.0,train,0.003437026743949908,75.23604249750841,0.7346266678541753
250.0,250.0,train,0.0027302182394911057,39.8686174325552,0.6513912056537723
251.0,251.0,train,0.003265274906653016,58.76898579090338,0.7164381932873869
252.0,252.0,train,0.0033385088709354553,65.06002239475973,0.7243413310924325
253.0,253.0,train,0.0031104957210460653,52.6985827845,0.6989815630726433
254.0,254.0,train,0.0021370526595215445,17.254937257975936,0.5617018502370088
255.0,255.0,train,0.0021370526595215445,17.254937257975936,0.5617018502370088
256.0,256.0,train,0.0034920948425732528,80.78759351780252,0.7402076792326728
257.0,257.0,train,0.0035539282527783473,87.83025837998004,0.7463345703286708
258.0,258.0,train,0.003228984625664936,57.79669307814578,0.7124383211228973
259.0,259.0,train,0.0035302865517968904,85.3556804781976,0.7440092334623853
260.0,260.0,train,0.0036030581383083016,91.76723666675761,0.7510995233506433
261.0,261.0,train,0.003346440946491596,65.39478871460257,0.7251839994850687
262.0,262.0,train,0.0032262475222410523,56.82735414275044,0.7121343624748762
263.0,263.0,train,0.002157813000914651,18.327718380626134,0.5651999173553217
264.0,264.0,train,0.0016088855003696574,8.140978870378122,0.46259046787832103
265.0,265.0,train,0.003096462082985878,52.0776185759163,0.6973466187281658
266.0,266.0,train,0.003267884603506543,59.095332100354995,0.7167236773992172
267.0,267.0,train,0.002796700554528348,42.89938084709845,0.6602229622084882
268.0,268.0,train,0.0027481572357921226,41.51028299289266,0.65379665747699
269.0,269.0,train,0.0011717718921809438,5.519739200199588,0.36382302404340094
270.0,270.0,train,0.003370382694809726,68.42147683703838,0.7277118746452788
271.0,271.0,train,0.0021370526595215445,17.254937257975936,0.5617018502370088
272.0,272.0,train,0.0023361483592820786,21.057908382841592,0.5941219391154713
273.0,273.0,train,0.002564722254869015,33.83695278496133,0.6283962068253695
274.0,274.0,train,0.0015213209601252608,7.038365203272332,0.4441166648053617
275.0,275.0,train,0.0027302182394911057,39.8686174325552,0.6513912056537723
276.0,276.0,train,0.002938986481030169,46.062865428174895,0.6783801187381706
277.0,277.0,train,0.002938986481030169,46.062865428174895,0.6783801187381706
278.0,278.0,train,0.0022591187244998504,19.186938731862103,0.5818732830522944
279.0,279.0,train,0.0021370526595215445,17.254937257975936,0.5617018502370088
280.0,280.0,train,9.086957660733871E-4,4.069166949012509,0.2958309484974617
281.0,281.0,train,0.0018703724479826073,11.525833589829364,0.5141829302848299
282.0,282.0,train,0.001205988241194324,5.682001762807598,0.372169628162078
283.0,283.0,train,0.003368047677836413,67.41035322497439,0.727466360045253
284.0,284.0,train,0.0029783545488140093,47.54313424277214,0.683230260393881
285.0,285.0,train,0.0037882345387828193,98.38216233208726,0.7682685733563195
286.0,286.0,train,0.003581790923746608,90.32902709060578,0.7490479695493846
287.0,287.0,train,0.0034625085546908657,76.96074855034418,0.7372239338885909
288.0,288.0,train,0.0035948801674767616,91.40702023187664,0.750312622974637
289.0,289.0,train,0.00249851374987151,30.034912029177786,0.6187774753135793
