Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.00656E-3,49.942721876,0.686660138,0.25388601,0.498269896,0
3.01273E-3,50.243994797,0.687405362,0.252158895,0.501730104,0
3.03482E-3,50.547476901,0.690059514,0.250431779,0.505190311,0
3.05288E-3,51.156246957,0.692212343,0.246977547,0.512110727,0
3.05305E-3,51.461551687,0.692232276,0.245250432,0.515570934,0
3.06301E-3,51.767853158,0.693414046,0.243523316,0.519031142,0
3.09646E-3,52.077499366,0.697346619,0.2417962,0.519031142,0
3.10188E-3,52.387687617,0.697979158,0.240069085,0.522491349,0
3.1105E-3,52.698737189,0.698981563,0.238341969,0.525951557,0
3.1105E-3,53.320836334,0.698981563,0.233160622,0.525951557,0
3.1201E-3,53.632845966,0.70009496,0.233160622,0.53633218,0
3.15506E-3,53.94835225,0.704115382,0.231433506,0.539792388,0
3.15542E-3,54.263893849,0.70415571,0.22970639,0.543252595,0
3.16802E-3,54.580695459,0.705591017,0.227979275,0.546712803,0
3.1954E-3,54.900235506,0.708686466,0.226252159,0.55017301,0
3.20456E-3,55.540231983,0.709715031,0.222797927,0.557093426,0
3.20726E-3,55.860957604,0.710016487,0.221070812,0.560553633,0
3.21723E-3,56.182680906,0.711131018,0.219343696,0.564013841,0
3.22282E-3,56.504962448,0.711752769,0.21761658,0.567474048,0
3.22625E-3,56.8275872,0.712134362,0.215889465,0.570934256,0
3.22898E-3,57.795735167,0.712438321,0.210708117,0.581314879,0
3.2321E-3,58.441843957,0.712784259,0.207253886,0.588235294,0
3.26527E-3,58.768371447,0.716438193,0.20552677,0.591695502,0
3.26788E-3,59.095159908,0.716723677,0.203799655,0.595155709,0
3.27664E-3,59.422824269,0.717679758,0.202072539,0.598615917,0
3.29079E-3,59.751903397,0.719217219,0.200345423,0.602076125,0
3.30263E-3,60.411245391,0.720497183,0.196891192,0.60899654,0
3.30263E-3,60.741508258,0.720497183,0.19343696,0.60899654,0
3.30878E-3,61.07238621,0.721159962,0.19343696,0.615916955,0
3.31122E-3,61.403507965,0.721422235,0.191709845,0.619377163,0
3.31364E-3,61.734872196,0.721682835,0.189982729,0.62283737,0
3.31758E-3,62.066629882,0.722105181,0.188255613,0.626297578,0
3.31892E-3,62.39852177,0.722249091,0.186528497,0.629757785,0
3.32219E-3,62.730741055,0.722599857,0.184801382,0.633217993,0
3.32219E-3,63.395179626,0.722599857,0.179620035,0.633217993,0
3.32563E-3,63.727742296,0.722967278,0.179620035,0.643598616,0
3.33385E-3,64.726252396,0.723844933,0.174438687,0.653979239,0
3.33851E-3,65.060103283,0.724341331,0.172711572,0.657439446,0
3.34644E-3,65.394747378,0.725183999,0.170984456,0.660899654,0
3.35412E-3,65.730159873,0.725997857,0.16925734,0.664359862,0
3.35428E-3,66.065587854,0.726014235,0.167530225,0.667820069,0
3.35453E-3,66.401040416,0.726040228,0.165803109,0.671280277,0
3.36307E-3,66.737347334,0.726942158,0.164075993,0.674740484,0
3.36617E-3,67.073964476,0.727268921,0.162348877,0.678200692,0
3.36805E-3,67.410769244,0.72746636,0.160621762,0.6816609,0
3.37038E-3,68.421417049,0.727711875,0.155440415,0.692041522,0
3.38564E-3,68.759981014,0.729310628,0.153713299,0.69550173,0
3.38564E-3,70.114236876,0.729310628,0.14507772,0.69550173,0
3.38814E-3,70.453050918,0.729571782,0.14507772,0.712802768,0
3.40829E-3,70.793879622,0.73166652,0.143350604,0.716262976,0
3.40829E-3,71.816365735,0.73166652,0.136442142,0.716262976,0
3.4083E-3,72.157195725,0.731667852,0.136442142,0.730103806,0
3.41004E-3,72.4981997,0.731847988,0.134715026,0.730103806,0
3.41607E-3,72.839806802,0.732471504,0.13298791,0.733564014,0
3.41699E-3,73.181506248,0.73256684,0.131260794,0.737024221,0
3.41699E-3,73.523205693,0.73256684,0.127806563,0.737024221,0
3.42111E-3,73.865317023,0.732991664,0.127806563,0.743944637,0
3.42949E-3,74.892488246,0.733853118,0.122625216,0.75432526,0
3.43703E-3,75.236190921,0.734626668,0.1208981,0.757785467,0
3.43974E-3,75.580164548,0.734904056,0.119170984,0.761245675,0
3.43974E-3,75.924138176,0.734904056,0.115716753,0.761245675,0
3.44589E-3,76.268727071,0.735532859,0.115716753,0.76816609,0
3.46098E-3,76.61482478,0.737068557,0.113989637,0.771626298,0
3.46251E-3,76.961075635,0.737223934,0.112262522,0.775086505,0
3.46251E-3,77.307326491,0.737223934,0.10880829,0.775086505,0
3.46475E-3,77.653801754,0.737451443,0.10880829,0.78200692,0
3.47216E-3,78.001017691,0.738200956,0.107081174,0.785467128,0
3.47922E-3,78.696155933,0.738913758,0.103626943,0.792387543,0
3.47922E-3,79.044078236,0.738913758,0.100172712,0.792387543,0
3.4849E-3,79.392568636,0.739485621,0.100172712,0.799307958,0
3.4849E-3,80.438039835,0.739485621,0.093264249,0.799307958,0
3.49209E-3,80.78724932,0.740207679,0.093264249,0.813148789,0
3.49701E-3,81.136950419,0.740700174,0.091537133,0.816608997,0
3.49936E-3,81.83658741,0.740935059,0.088082902,0.823529412,0
3.50995E-3,82.18758277,0.741992294,0.086355786,0.826989619,0
3.51195E-3,82.538777503,0.742190764,0.08462867,0.830449827,0
3.51195E-3,82.889972237,0.742190764,0.081174439,0.830449827,0
3.51453E-3,83.241425027,0.742447426,0.081174439,0.837370242,0
3.51819E-3,83.593244378,0.742811564,0.079447323,0.84083045,0
3.51819E-3,83.945063728,0.742811564,0.075993092,0.84083045,0
3.52648E-3,84.297711547,0.743632665,0.075993092,0.847750865,0
3.52779E-3,85.003138749,0.743762816,0.07253886,0.85467128,0
3.53029E-3,85.356167404,0.744009233,0.070811744,0.858131488,0
3.53029E-3,86.768282025,0.744009233,0.062176166,0.858131488,0
3.53073E-3,87.121355116,0.744053136,0.062176166,0.875432526,0
3.53544E-3,87.474899138,0.744517945,0.06044905,0.878892734,0
3.55393E-3,87.830291963,0.74633457,0.058721934,0.882352941,0
3.56066E-3,88.18635837,0.746993213,0.056994819,0.885813149,0
3.56066E-3,88.542424777,0.746993213,0.053540587,0.885813149,0
3.56111E-3,88.898535722,0.747036704,0.053540587,0.892733564,0
3.57051E-3,89.255586374,0.747952555,0.051813472,0.896193772,0
3.57314E-3,89.612900467,0.748208713,0.050086356,0.899653979,0
3.57913E-3,89.970813441,0.74879007,0.04835924,0.903114187,0
3.58179E-3,90.328992533,0.74904797,0.046632124,0.906574394,0
3.59139E-3,90.688131081,0.749975599,0.044905009,0.910034602,0
3.59394E-3,91.047524838,0.750221764,0.043177893,0.91349481,0
3.59488E-3,91.407012855,0.750312623,0.041450777,0.916955017,0
3.60306E-3,91.767318669,0.751099523,0.039723661,0.920415225,0
3.60367E-3,92.487991125,0.751157955,0.03626943,0.92733564,0
3.6086E-3,92.848851221,0.751631454,0.034542314,0.930795848,0
3.61291E-3,93.210142219,0.752044194,0.032815199,0.934256055,0
3.61395E-3,93.571537021,0.75214352,0.031088083,0.937716263,0
3.63674E-3,93.935211218,0.754314591,0.029360967,0.941176471,0
3.63842E-3,94.299053623,0.754474048,0.027633851,0.944636678,0
3.67836E-3,95.030731948,0.758229591,0.02417962,0.951557093,0
3.68286E-3,95.39901772,0.758649021,0.022452504,0.955017301,0
3.68547E-3,96.504136646,0.758892603,0.017271157,0.965397924,0
3.72746E-3,96.876882744,0.76276853,0.015544041,0.968858131,0
3.72884E-3,97.249766601,0.762894637,0.013816926,0.972318339,0
3.76629E-3,97.626395647,0.766297487,0.01208981,0.975778547,0
3.76914E-3,98.003309277,0.766554053,0.010362694,0.979238754,0
3.78823E-3,98.382132731,0.768268573,0.008635579,0.982698962,0
3.84722E-3,98.766854408,0.77348454,0.006908463,0.98615917,0
3.93159E-3,99.160013018,0.780742143,0.005181347,0.989619377,0
4.11274E-3,99.571286752,0.795549063,0.003454231,0.993079585,0
4.28713E-3,100,0.808858252,0.001727116,0.996539792,0
4.28713E-3,100,0.808858252,0,0.996539792,0
